2026/08/18 06:18:16.288, 0, 210, 34.67, 1
2026/08/18 06:18:16.298, 1, 210, 41.69, 1
2026/08/18 06:18:16.306, 2, 210, 37.57, 1
2026/08/18 06:18:16.315, 3, 210, 36.58, 1
2026/08/18 06:18:16.571, 0, 210, 34.67, 1
2026/08/18 06:18:16.583, 1, 210, 41.61, 1
2026/08/18 06:18:16.591, 2, 210, 37.56, 1
2026/08/18 06:18:16.601, 3, 210, 36.64, 1
2026/08/18 06:18:16.873, 0, 210, 34.67, 1
2026/08/18 06:18:16.882, 1, 210, 41.61, 1
2026/08/18 06:18:16.891, 2, 210, 37.56, 1
2026/08/18 06:18:16.899, 3, 210, 36.64, 1
2026/08/18 06:18:17.163, 0, 210, 34.72, 1
2026/08/18 06:18:17.171, 1, 210, 41.61, 1
2026/08/18 06:18:17.180, 2, 210, 37.56, 1
2026/08/18 06:18:17.189, 3, 210, 36.64, 1
2026/08/18 06:18:17.509, 0, 210, 34.72, 1
2026/08/18 06:18:17.519, 1, 210, 41.71, 1
2026/08/18 06:18:17.529, 2, 210, 37.53, 1
2026/08/18 06:18:17.539, 3, 210, 36.69, 1
2026/08/18 06:18:17.812, 0, 210, 34.72, 1
2026/08/18 06:18:17.821, 1, 210, 41.71, 1
2026/08/18 06:18:17.830, 2, 210, 37.53, 1
2026/08/18 06:18:17.838, 3, 210, 36.69, 1
2026/08/18 06:18:18.110, 0, 210, 34.65, 1
2026/08/18 06:18:18.119, 1, 210, 41.71, 1
2026/08/18 06:18:18.129, 2, 210, 37.53, 1
2026/08/18 06:18:18.137, 3, 210, 36.69, 1
2026/08/18 06:18:18.411, 0, 210, 34.65, 1
2026/08/18 06:18:18.420, 1, 210, 41.71, 1
2026/08/18 06:18:18.429, 2, 210, 37.53, 1
2026/08/18 06:18:18.438, 3, 210, 36.69, 1
2026/08/18 06:18:18.713, 0, 210, 34.65, 1
2026/08/18 06:18:18.723, 1, 210, 41.68, 1
2026/08/18 06:18:18.731, 2, 210, 37.55, 1
2026/08/18 06:18:18.740, 3, 210, 36.70, 1
2026/08/18 06:18:19.013, 0, 210, 34.64, 1
2026/08/18 06:18:19.022, 1, 210, 41.68, 1
2026/08/18 06:18:19.031, 2, 210, 37.55, 1
2026/08/18 06:18:19.039, 3, 210, 36.70, 1
2026/08/18 06:18:19.312, 0, 210, 34.64, 1
2026/08/18 06:18:19.322, 1, 210, 41.68, 1
2026/08/18 06:18:19.332, 2, 210, 37.55, 1
2026/08/18 06:18:19.340, 3, 210, 36.70, 1
2026/08/18 06:18:19.615, 0, 210, 34.64, 1
2026/08/18 06:18:19.625, 1, 210, 41.54, 1
2026/08/18 06:18:19.635, 2, 210, 37.54, 1
2026/08/18 06:18:19.644, 3, 210, 36.65, 1
2026/08/18 06:18:19.975, 0, 210, 34.66, 1
2026/08/18 06:18:19.984, 1, 210, 41.54, 1
2026/08/18 06:18:19.993, 2, 210, 37.54, 1
2026/08/18 06:18:20.002, 3, 210, 36.65, 1
2026/08/18 06:18:20.263, 0, 210, 34.66, 1
2026/08/18 06:18:20.272, 1, 210, 41.54, 1
2026/08/18 06:18:20.281, 2, 210, 37.54, 1
2026/08/18 06:18:20.289, 3, 210, 36.65, 1
2026/08/18 06:18:20.562, 0, 210, 34.66, 1
2026/08/18 06:18:20.572, 1, 210, 41.56, 1
2026/08/18 06:18:20.580, 2, 210, 37.54, 1
2026/08/18 06:18:20.589, 3, 210, 36.65, 1
2026/08/18 06:18:20.864, 0, 210, 34.66, 1
2026/08/18 06:18:20.873, 1, 210, 41.56, 1
2026/08/18 06:18:20.881, 2, 210, 37.54, 1
2026/08/18 06:18:20.890, 3, 210, 36.65, 1
2026/08/18 06:18:21.163, 0, 210, 34.62, 1
2026/08/18 06:18:21.172, 1, 210, 41.56, 1
2026/08/18 06:18:21.181, 2, 210, 37.54, 1
2026/08/18 06:18:21.189, 3, 210, 36.65, 1
2026/08/18 06:18:21.465, 0, 210, 34.62, 1
2026/08/18 06:18:21.474, 1, 210, 41.56, 1
2026/08/18 06:18:21.483, 2, 210, 37.53, 1
2026/08/18 06:18:21.491, 3, 210, 36.65, 1
2026/08/18 06:18:21.766, 0, 210, 34.62, 1
2026/08/18 06:18:21.775, 1, 210, 41.54, 1
2026/08/18 06:18:21.783, 2, 210, 37.53, 1
2026/08/18 06:18:21.792, 3, 210, 36.65, 1
2026/08/18 06:18:22.065, 0, 210, 34.67, 1
2026/08/18 06:18:22.074, 1, 210, 41.54, 1
2026/08/18 06:18:22.082, 2, 210, 37.53, 1
2026/08/18 06:18:22.091, 3, 210, 36.65, 1
2026/08/18 06:18:22.366, 0, 210, 34.67, 1
2026/08/18 06:18:22.374, 1, 210, 41.54, 1
2026/08/18 06:18:22.383, 2, 210, 37.53, 1
2026/08/18 06:18:22.391, 3, 210, 36.65, 1
2026/08/18 06:18:22.666, 0, 210, 34.67, 1
2026/08/18 06:18:22.675, 1, 210, 41.60, 1
2026/08/18 06:18:22.683, 2, 210, 37.53, 1
2026/08/18 06:18:22.692, 3, 210, 36.63, 1
2026/08/18 06:18:22.965, 0, 210, 34.67, 1
2026/08/18 06:18:22.974, 1, 210, 41.60, 1
2026/08/18 06:18:22.982, 2, 210, 37.53, 1
2026/08/18 06:18:22.991, 3, 210, 36.63, 1
2026/08/18 06:18:23.265, 0, 210, 34.67, 1
2026/08/18 06:18:23.274, 1, 210, 41.60, 1
2026/08/18 06:18:23.283, 2, 210, 37.53, 1
2026/08/18 06:18:23.292, 3, 210, 36.63, 1
2026/08/18 06:18:23.567, 0, 210, 34.67, 1
2026/08/18 06:18:23.578, 1, 210, 41.72, 1
2026/08/18 06:18:23.588, 2, 210, 37.57, 1
2026/08/18 06:18:23.596, 3, 210, 36.66, 1
2026/08/18 06:18:23.866, 0, 210, 34.67, 1
2026/08/18 06:18:23.875, 1, 210, 41.72, 1
2026/08/18 06:18:23.883, 2, 210, 37.57, 1
2026/08/18 06:18:23.892, 3, 210, 36.66, 1
2026/08/18 06:18:24.167, 0, 210, 34.57, 1
2026/08/18 06:18:24.177, 1, 210, 41.72, 1
2026/08/18 06:18:24.185, 2, 210, 37.57, 1
2026/08/18 06:18:24.194, 3, 210, 36.66, 1
2026/08/18 06:18:24.467, 0, 210, 34.57, 1
2026/08/18 06:18:24.477, 1, 210, 41.72, 1
2026/08/18 06:18:24.485, 2, 210, 37.58, 1
2026/08/18 06:18:24.494, 3, 210, 36.69, 1
2026/08/18 06:18:24.766, 0, 210, 34.57, 1
2026/08/18 06:18:24.775, 1, 210, 41.73, 1
2026/08/18 06:18:24.784, 2, 210, 37.58, 1
2026/08/18 06:18:24.793, 3, 210, 36.69, 1
2026/08/18 06:18:25.067, 0, 210, 34.59, 1
2026/08/18 06:18:25.077, 1, 210, 41.73, 1
2026/08/18 06:18:25.085, 2, 210, 37.58, 1
2026/08/18 06:18:25.094, 3, 210, 36.69, 1
2026/08/18 06:18:25.367, 0, 210, 34.59, 1
2026/08/18 06:18:25.376, 1, 210, 41.73, 1
2026/08/18 06:18:25.384, 2, 210, 37.58, 1
2026/08/18 06:18:25.393, 3, 210, 36.69, 1
2026/08/18 06:18:25.652, 0, 210, 34.59, 1
2026/08/18 06:18:25.662, 1, 210, 41.56, 1
2026/08/18 06:18:25.672, 2, 210, 37.56, 1
2026/08/18 06:18:25.681, 3, 210, 36.71, 1
2026/08/18 06:18:25.951, 0, 210, 34.65, 1
2026/08/18 06:18:25.960, 1, 210, 41.56, 1
2026/08/18 06:18:25.969, 2, 210, 37.56, 1
2026/08/18 06:18:25.977, 3, 210, 36.71, 1
2026/08/18 06:18:26.261, 0, 210, 34.65, 1
2026/08/18 06:18:26.272, 1, 210, 41.56, 1
2026/08/18 06:18:26.282, 2, 210, 37.56, 1
2026/08/18 06:18:26.290, 3, 210, 36.71, 1
2026/08/18 06:18:26.551, 0, 210, 34.65, 1
2026/08/18 06:18:26.560, 1, 210, 41.24, 1
2026/08/18 06:18:26.569, 2, 210, 37.49, 1
2026/08/18 06:18:26.577, 3, 210, 36.70, 1
2026/08/18 06:18:26.853, 0, 210, 34.65, 1
2026/08/18 06:18:26.863, 1, 210, 41.24, 1
2026/08/18 06:18:26.872, 2, 210, 37.49, 1
